Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Amount (IND),Category_Risk Score,Category_Amt (IND),
TX0000001097,Russia,3046777,Offshore Transfer,2/15/13 16:00,Person_2828,Real Estate,India,FALSE,Illegal,7,1,Bank_473,Switzerland,271163153,Medium Risk,Large Transaction,
TX0000001098,Brazil,1905631,Offshore Transfer,2/15/13 17:00,Person_2085,Construction,South Africa,FALSE,Illegal,6,5,Bank_466,Singapore,169601159,Medium Risk,Large Transaction,
TX0000001099,USA,4167263,Property Purchase,2/15/13 18:00,Person_8158,Finance,Switzerland,FALSE,Legal,6,8,Bank_16,Singapore,370886407,Medium Risk,Large Transaction,
TX0000001100,China,1573870,Cash Withdrawal,2/15/13 19:00,Person_3864,Luxury Goods,India,FALSE,Legal,5,0,Bank_406,Cayman Islands,140074430,Medium Risk,Large Transaction,
TX0000001101,South Africa,548927,Property Purchase,2/15/13 20:00,Person_4723,Real Estate,Singapore,FALSE,Illegal,4,5,Bank_268,Panama,48854503,Less Risk,Large Transaction,
TX0000001102,India,4078229,Property Purchase,2/15/13 21:00,Person_7319,Real Estate,Singapore,TRUE,Legal,9,1,Bank_233,Cayman Islands,362962381,Large Risk,Large Transaction,
TX0000001103,South Africa,2323506,Cash Withdrawal,2/15/13 22:00,Person_9941,Arms Trade,Switzerland,FALSE,Illegal,7,8,Bank_210,Switzerland,206792034,Medium Risk,Large Transaction,
TX0000001104,Switzerland,2446702,Offshore Transfer,2/15/13 23:00,Person_3222,Luxury Goods,Switzerland,FALSE,Illegal,7,1,Bank_376,Bahamas,217756478,Medium Risk,Large Transaction,
TX0000001105,UAE,3206028,Stocks Transfer,2/16/13 0:00,Person_5591,Finance,India,TRUE,Legal,9,0,Bank_342,Luxembourg,285336492,Large Risk,Large Transaction,
TX0000001106,India,3199930,Offshore Transfer,2/16/13 1:00,Person_4079,Construction,Brazil,TRUE,Illegal,1,1,Bank_122,Singapore,284793770,Less Risk,Large Transaction,
TX0000001107,UK,3917201,Property Purchase,2/16/13 2:00,Person_3707,Real Estate,India,FALSE,Legal,4,2,Bank_200,Switzerland,348630889,Less Risk,Large Transaction,
TX0000001108,Russia,3328093,Stocks Transfer,2/16/13 3:00,Person_6596,Finance,Switzerland,FALSE,Illegal,5,5,Bank_245,Cayman Islands,296200277,Medium Risk,Large Transaction,
TX0000001109,USA,2954632,Property Purchase,2/16/13 4:00,Person_5938,Casinos,Singapore,FALSE,Illegal,7,5,Bank_63,Singapore,262962248,Medium Risk,Large Transaction,
TX0000001110,UAE,1704034,Cash Withdrawal,2/16/13 5:00,Person_4019,Arms Trade,China,TRUE,Illegal,3,4,Bank_124,Switzerland,151659026,Less Risk,Large Transaction,
TX0000001111,Brazil,1429544,Stocks Transfer,2/16/13 6:00,Person_3538,Luxury Goods,UAE,FALSE,Illegal,5,5,Bank_327,Singapore,127229416,Medium Risk,Large Transaction,
TX0000001112,UAE,1712786,Offshore Transfer,2/16/13 7:00,Person_5872,Finance,Switzerland,TRUE,Illegal,7,9,Bank_39,Luxembourg,152437954,Medium Risk,Large Transaction,
TX0000001113,Brazil,2662969,Cryptocurrency,2/16/13 8:00,Person_1864,Real Estate,India,FALSE,Legal,10,2,Bank_328,Luxembourg,237004241,Large Risk,Large Transaction,
TX0000001114,USA,4665099,Cash Withdrawal,2/16/13 9:00,Person_9699,Finance,Brazil,FALSE,Illegal,9,9,Bank_379,Luxembourg,415193811,Large Risk,Large Transaction,
TX0000001115,Singapore,4564017,Offshore Transfer,2/16/13 10:00,Person_6486,Real Estate,South Africa,TRUE,Illegal,5,6,Bank_322,Cayman Islands,406197513,Medium Risk,Large Transaction,
TX0000001116,Switzerland,4488399,Cryptocurrency,2/16/13 11:00,Person_3440,Casinos,Switzerland,FALSE,Illegal,9,4,Bank_296,Cayman Islands,399467511,Large Risk,Large Transaction,
TX0000001117,China,4324962,Cash Withdrawal,2/16/13 12:00,Person_4505,Oil & Gas,Brazil,FALSE,Illegal,1,8,Bank_89,Luxembourg,384921618,Less Risk,Large Transaction,
TX0000001118,UAE,121238,Offshore Transfer,2/16/13 13:00,Person_9472,Casinos,Singapore,TRUE,Illegal,2,7,Bank_403,Cayman Islands,10790182,Less Risk,Large Transaction,
TX0000001119,Russia,1142384,Property Purchase,2/16/13 14:00,Person_784,Oil & Gas,China,FALSE,Illegal,1,8,Bank_455,Cayman Islands,101672176,Less Risk,Large Transaction,
TX0000001120,UAE,4499420,Property Purchase,2/16/13 15:00,Person_6548,Oil & Gas,China,FALSE,Illegal,1,4,Bank_160,Luxembourg,400448380,Less Risk,Large Transaction,
TX0000001121,South Africa,3356734,Cash Withdrawal,2/16/13 16:00,Person_7394,Real Estate,South Africa,FALSE,Illegal,7,4,Bank_279,Luxembourg,298749326,Medium Risk,Large Transaction,
TX0000001122,Russia,581798,Stocks Transfer,2/16/13 17:00,Person_8995,Casinos,UK,FALSE,Illegal,10,3,Bank_183,Panama,51780022,Large Risk,Large Transaction,
TX0000001123,Singapore,3341696,Offshore Transfer,2/16/13 18:00,Person_5800,Construction,Singapore,FALSE,Illegal,7,9,Bank_91,Panama,297410944,Medium Risk,Large Transaction,
TX0000001124,Switzerland,1520491,Offshore Transfer,2/16/13 19:00,Person_1518,Luxury Goods,Singapore,FALSE,Legal,1,9,Bank_479,Switzerland,135323699,Less Risk,Large Transaction,
TX0000001125,Switzerland,2597188,Cash Withdrawal,2/16/13 20:00,Person_4802,Oil & Gas,South Africa,FALSE,Illegal,2,5,Bank_494,Luxembourg,231149732,Less Risk,Large Transaction,
TX0000001126,UK,1745802,Offshore Transfer,2/16/13 21:00,Person_1417,Construction,UK,FALSE,Illegal,6,0,Bank_168,Bahamas,155376378,Medium Risk,Large Transaction,
TX0000001127,Singapore,2889664,Cryptocurrency,2/16/13 22:00,Person_1718,Casinos,USA,FALSE,Illegal,6,4,Bank_237,Cayman Islands,257180096,Medium Risk,Large Transaction,
TX0000001128,India,4262172,Offshore Transfer,2/16/13 23:00,Person_4890,Arms Trade,Brazil,FALSE,Illegal,8,7,Bank_278,Singapore,379333308,Medium Risk,Large Transaction,
TX0000001129,Russia,2076913,Stocks Transfer,2/17/13 0:00,Person_4313,Construction,USA,FALSE,Legal,9,8,Bank_69,Bahamas,184845257,Large Risk,Large Transaction,
TX0000001130,Brazil,1009107,Stocks Transfer,2/17/13 1:00,Person_1875,Oil & Gas,South Africa,FALSE,Illegal,4,7,Bank_81,Bahamas,89810523,Less Risk,Large Transaction,
TX0000001131,China,635070,Cryptocurrency,2/17/13 2:00,Person_4665,Arms Trade,South Africa,FALSE,Illegal,9,6,Bank_229,Singapore,56521230,Large Risk,Large Transaction,
TX0000001132,South Africa,3525831,Cryptocurrency,2/17/13 3:00,Person_2352,Real Estate,China,FALSE,Illegal,3,8,Bank_315,Luxembourg,313798959,Less Risk,Large Transaction,
TX0000001133,UAE,4409107,Cash Withdrawal,2/17/13 4:00,Person_7306,Luxury Goods,Brazil,FALSE,Illegal,8,8,Bank_46,Cayman Islands,392410523,Medium Risk,Large Transaction,
TX0000001134,Switzerland,4594026,Cash Withdrawal,2/17/13 5:00,Person_7245,Arms Trade,India,FALSE,Illegal,4,1,Bank_464,Bahamas,408868314,Less Risk,Large Transaction,
TX0000001135,India,4298192,Cryptocurrency,2/17/13 6:00,Person_5407,Luxury Goods,Switzerland,FALSE,Legal,4,8,Bank_474,Bahamas,382539088,Less Risk,Large Transaction,
TX0000001136,Russia,2136600,Stocks Transfer,2/17/13 7:00,Person_171,Arms Trade,UAE,FALSE,Legal,10,7,Bank_460,Bahamas,190157400,Large Risk,Large Transaction,
TX0000001137,Singapore,493292,Cash Withdrawal,2/17/13 8:00,Person_9807,Casinos,Brazil,FALSE,Legal,1,7,Bank_270,Cayman Islands,43902988,Less Risk,Large Transaction,
TX0000001138,China,395799,Stocks Transfer,2/17/13 9:00,Person_5491,Real Estate,China,TRUE,Legal,9,6,Bank_458,Singapore,35226111,Large Risk,Large Transaction,
TX0000001139,Russia,690495,Offshore Transfer,2/17/13 10:00,Person_5084,Construction,USA,TRUE,Illegal,2,2,Bank_191,Switzerland,61454055,Less Risk,Large Transaction,
TX0000001140,South Africa,4782712,Property Purchase,2/17/13 11:00,Person_3883,Oil & Gas,UAE,FALSE,Illegal,8,9,Bank_162,Cayman Islands,425661368,Medium Risk,Large Transaction,
TX0000001141,India,1596338,Cryptocurrency,2/17/13 12:00,Person_6534,Luxury Goods,China,FALSE,Legal,1,4,Bank_401,Switzerland,142074082,Less Risk,Large Transaction,
TX0000001142,UK,2200412,Cash Withdrawal,2/17/13 13:00,Person_8422,Construction,Russia,FALSE,Illegal,4,1,Bank_481,Singapore,195836668,Less Risk,Large Transaction,
TX0000001143,China,4829914,Stocks Transfer,2/17/13 14:00,Person_5745,Luxury Goods,China,FALSE,Illegal,5,5,Bank_158,Cayman Islands,429862346,Medium Risk,Large Transaction,
TX0000001144,Brazil,706896,Cash Withdrawal,2/17/13 15:00,Person_3158,Luxury Goods,USA,FALSE,Illegal,2,0,Bank_475,Luxembourg,62913744,Less Risk,Large Transaction,
TX0000001145,UK,4886661,Stocks Transfer,2/17/13 16:00,Person_5720,Finance,UAE,FALSE,Legal,7,3,Bank_266,Switzerland,434912829,Medium Risk,Large Transaction,
TX0000001146,UK,1423565,Offshore Transfer,2/17/13 17:00,Person_8918,Real Estate,UK,TRUE,Legal,10,1,Bank_116,Bahamas,126697285,Large Risk,Large Transaction,
TX0000001147,China,1455871,Property Purchase,2/17/13 18:00,Person_3686,Construction,Russia,FALSE,Legal,1,0,Bank_298,Panama,129572519,Less Risk,Large Transaction,
TX0000001148,UAE,1541423,Cryptocurrency,2/17/13 19:00,Person_3316,Real Estate,South Africa,FALSE,Illegal,3,9,Bank_321,Luxembourg,137186647,Less Risk,Large Transaction,
TX0000001149,USA,780642,Stocks Transfer,2/17/13 20:00,Person_7196,Real Estate,USA,FALSE,Illegal,6,3,Bank_122,Cayman Islands,69477138,Medium Risk,Large Transaction,
TX0000001150,UAE,1199327,Offshore Transfer,2/17/13 21:00,Person_8590,Arms Trade,India,FALSE,Illegal,2,5,Bank_422,Cayman Islands,106740103,Less Risk,Large Transaction,
TX0000001151,China,2088484,Cash Withdrawal,2/17/13 22:00,Person_4003,Casinos,Switzerland,FALSE,Illegal,10,7,Bank_153,Switzerland,185875076,Large Risk,Large Transaction,
TX0000001152,Brazil,4911419,Stocks Transfer,2/17/13 23:00,Person_8822,Real Estate,South Africa,FALSE,Legal,2,5,Bank_259,Switzerland,437116291,Less Risk,Large Transaction,
TX0000001153,India,4615455,Stocks Transfer,2/18/13 0:00,Person_9629,Arms Trade,UK,FALSE,Illegal,6,4,Bank_277,Singapore,410775495,Medium Risk,Large Transaction,
TX0000001154,Singapore,1198098,Cash Withdrawal,2/18/13 1:00,Person_4850,Real Estate,UAE,FALSE,Illegal,4,1,Bank_457,Luxembourg,106630722,Less Risk,Large Transaction,
TX0000001155,China,3501939,Stocks Transfer,2/18/13 2:00,Person_5196,Oil & Gas,Switzerland,TRUE,Illegal,8,0,Bank_255,Singapore,311672571,Medium Risk,Large Transaction,
TX0000001156,Switzerland,2710554,Cash Withdrawal,2/18/13 3:00,Person_1501,Luxury Goods,Russia,FALSE,Illegal,3,5,Bank_34,Cayman Islands,241239306,Less Risk,Large Transaction,
TX0000001157,India,4374477,Stocks Transfer,2/18/13 4:00,Person_1965,Finance,India,FALSE,Illegal,2,1,Bank_260,Bahamas,389328453,Less Risk,Large Transaction,
TX0000001158,China,2543965,Cryptocurrency,2/18/13 5:00,Person_4797,Arms Trade,Singapore,FALSE,Legal,5,5,Bank_128,Bahamas,226412885,Medium Risk,Large Transaction,
TX0000001159,USA,2625948,Offshore Transfer,2/18/13 6:00,Person_1131,Real Estate,USA,FALSE,Illegal,5,0,Bank_232,Bahamas,233709372,Medium Risk,Large Transaction,
TX0000001160,Singapore,2150247,Stocks Transfer,2/18/13 7:00,Person_8634,Oil & Gas,UAE,FALSE,Illegal,3,2,Bank_182,Bahamas,191371983,Less Risk,Large Transaction,
TX0000001161,Singapore,1975105,Stocks Transfer,2/18/13 8:00,Person_9351,Construction,UAE,FALSE,Illegal,5,0,Bank_53,Panama,175784345,Medium Risk,Large Transaction,
TX0000001162,Switzerland,423251,Offshore Transfer,2/18/13 9:00,Person_4825,Luxury Goods,USA,FALSE,Illegal,3,7,Bank_245,Luxembourg,37669339,Less Risk,Large Transaction,
TX0000001163,India,782191,Property Purchase,2/18/13 10:00,Person_4559,Real Estate,USA,FALSE,Legal,1,2,Bank_76,Luxembourg,69614999,Less Risk,Large Transaction,
TX0000001164,Switzerland,4271104,Cryptocurrency,2/18/13 11:00,Person_225,Casinos,Switzerland,FALSE,Illegal,8,8,Bank_384,Cayman Islands,380128256,Medium Risk,Large Transaction,
TX0000001165,Brazil,4370077,Offshore Transfer,2/18/13 12:00,Person_8575,Finance,UK,TRUE,Illegal,7,6,Bank_81,Luxembourg,388936853,Medium Risk,Large Transaction,
TX0000001166,South Africa,932190,Cryptocurrency,2/18/13 13:00,Person_8824,Real Estate,Russia,FALSE,Illegal,4,3,Bank_371,Luxembourg,82964910,Less Risk,Large Transaction,
TX0000001167,South Africa,1198745,Property Purchase,2/18/13 14:00,Person_9182,Construction,Russia,FALSE,Legal,5,9,Bank_219,Panama,106688305,Medium Risk,Large Transaction,
TX0000001168,Brazil,3146937,Cash Withdrawal,2/18/13 15:00,Person_6828,Luxury Goods,China,FALSE,Illegal,8,6,Bank_116,Switzerland,280077393,Medium Risk,Large Transaction,
TX0000001169,Russia,592590,Cash Withdrawal,2/18/13 16:00,Person_2232,Casinos,China,FALSE,Legal,10,5,Bank_129,Bahamas,52740510,Large Risk,Large Transaction,
TX0000001170,UK,262506,Offshore Transfer,2/18/13 17:00,Person_3646,Arms Trade,Brazil,FALSE,Legal,3,9,Bank_206,Cayman Islands,23363034,Less Risk,Large Transaction,
TX0000001171,Switzerland,3633850,Cryptocurrency,2/18/13 18:00,Person_8990,Oil & Gas,UAE,FALSE,Illegal,9,5,Bank_205,Switzerland,323412650,Large Risk,Large Transaction,
TX0000001172,China,3313478,Stocks Transfer,2/18/13 19:00,Person_1340,Real Estate,Switzerland,FALSE,Illegal,1,5,Bank_58,Bahamas,294899542,Less Risk,Large Transaction,
TX0000001173,Russia,3245986,Offshore Transfer,2/18/13 20:00,Person_636,Finance,UK,FALSE,Illegal,5,6,Bank_83,Cayman Islands,288892754,Medium Risk,Large Transaction,
TX0000001174,Russia,4402291,Property Purchase,2/18/13 21:00,Person_1839,Real Estate,Singapore,FALSE,Illegal,5,6,Bank_1,Luxembourg,391803899,Medium Risk,Large Transaction,
TX0000001175,Singapore,2269736,Cryptocurrency,2/18/13 22:00,Person_4243,Luxury Goods,Singapore,FALSE,Illegal,3,7,Bank_84,Luxembourg,202006504,Less Risk,Large Transaction,
TX0000001176,China,1923095,Property Purchase,2/18/13 23:00,Person_4896,Construction,India,FALSE,Illegal,7,8,Bank_306,Cayman Islands,171155455,Medium Risk,Large Transaction,
TX0000001177,Russia,465661,Cryptocurrency,2/19/13 0:00,Person_9598,Construction,China,TRUE,Legal,7,3,Bank_160,Panama,41443829,Medium Risk,Large Transaction,
TX0000001178,Switzerland,4569999,Cash Withdrawal,2/19/13 1:00,Person_427,Casinos,Russia,FALSE,Illegal,3,2,Bank_206,Singapore,406729911,Less Risk,Large Transaction,
TX0000001179,Switzerland,2909785,Stocks Transfer,2/19/13 2:00,Person_6,Finance,Switzerland,FALSE,Legal,10,6,Bank_261,Panama,258970865,Large Risk,Large Transaction,
TX0000001180,Russia,310098,Offshore Transfer,2/19/13 3:00,Person_2719,Casinos,India,TRUE,Illegal,8,5,Bank_32,Luxembourg,27598722,Medium Risk,Large Transaction,
TX0000001181,UK,2190594,Offshore Transfer,2/19/13 4:00,Person_948,Casinos,South Africa,FALSE,Illegal,9,5,Bank_109,Singapore,194962866,Large Risk,Large Transaction,
TX0000001182,China,4870636,Property Purchase,2/19/13 5:00,Person_5888,Casinos,UK,FALSE,Legal,8,1,Bank_23,Panama,433486604,Medium Risk,Large Transaction,
TX0000001183,UK,289789,Cryptocurrency,2/19/13 6:00,Person_7504,Construction,Russia,FALSE,Illegal,10,1,Bank_107,Luxembourg,25791221,Large Risk,Large Transaction,
TX0000001184,USA,3813677,Cash Withdrawal,2/19/13 7:00,Person_2032,Casinos,Singapore,FALSE,Illegal,1,8,Bank_192,Luxembourg,339417253,Less Risk,Large Transaction,
TX0000001185,Brazil,2114923,Property Purchase,2/19/13 8:00,Person_589,Arms Trade,South Africa,TRUE,Illegal,3,8,Bank_259,Bahamas,188228147,Less Risk,Large Transaction,
TX0000001186,South Africa,1497141,Property Purchase,2/19/13 9:00,Person_8733,Construction,Singapore,FALSE,Illegal,9,9,Bank_289,Cayman Islands,133245549,Large Risk,Large Transaction,
TX0000001187,Switzerland,2041733,Offshore Transfer,2/19/13 10:00,Person_4698,Arms Trade,India,TRUE,Legal,4,4,Bank_392,Luxembourg,181714237,Less Risk,Large Transaction,
TX0000001188,India,355681,Cash Withdrawal,2/19/13 11:00,Person_2715,Construction,India,FALSE,Illegal,3,0,Bank_39,Singapore,31655609,Less Risk,Large Transaction,
TX0000001189,South Africa,4434814,Cryptocurrency,2/19/13 12:00,Person_3037,Arms Trade,Singapore,FALSE,Legal,5,6,Bank_344,Switzerland,394698446,Medium Risk,Large Transaction,
TX0000001190,India,2916080,Cryptocurrency,2/19/13 13:00,Person_2035,Real Estate,Singapore,FALSE,Illegal,7,8,Bank_259,Luxembourg,259531120,Medium Risk,Large Transaction,
TX0000001191,UAE,875330,Stocks Transfer,2/19/13 14:00,Person_4485,Casinos,USA,TRUE,Illegal,4,8,Bank_204,Bahamas,77904370,Less Risk,Large Transaction,
TX0000001192,Brazil,3020221,Offshore Transfer,2/19/13 15:00,Person_459,Arms Trade,India,TRUE,Illegal,7,0,Bank_82,Switzerland,268799669,Medium Risk,Large Transaction,
TX0000001193,Singapore,2303955,Property Purchase,2/19/13 16:00,Person_7909,Luxury Goods,Switzerland,FALSE,Illegal,9,7,Bank_186,Panama,205051995,Large Risk,Large Transaction,
TX0000001194,Switzerland,733683,Cryptocurrency,2/19/13 17:00,Person_5042,Luxury Goods,South Africa,FALSE,Illegal,7,4,Bank_363,Luxembourg,65297787,Medium Risk,Large Transaction,
TX0000001195,South Africa,4396231,Offshore Transfer,2/19/13 18:00,Person_9753,Real Estate,Brazil,FALSE,Illegal,7,1,Bank_185,Luxembourg,391264559,Medium Risk,Large Transaction,
TX0000001196,Switzerland,4087959,Cash Withdrawal,2/19/13 19:00,Person_1155,Casinos,Russia,TRUE,Illegal,10,0,Bank_342,Panama,363828351,Large Risk,Large Transaction,
TX0000001197,Switzerland,10530,Offshore Transfer,2/19/13 20:00,Person_5430,Real Estate,UAE,FALSE,Legal,8,3,Bank_256,Singapore,937170,Medium Risk,Small Transaction,
TX0000001198,China,517627,Stocks Transfer,2/19/13 21:00,Person_312,Finance,Switzerland,FALSE,Illegal,5,3,Bank_125,Switzerland,46068803,Medium Risk,Large Transaction,
TX0000001199,UK,2682117,Cryptocurrency,2/19/13 22:00,Person_9393,Real Estate,India,FALSE,Illegal,3,6,Bank_418,Luxembourg,238708413,Less Risk,Large Transaction,
TX0000001200,India,640806,Property Purchase,2/19/13 23:00,Person_8088,Casinos,China,FALSE,Legal,2,3,Bank_361,Switzerland,57031734,Less Risk,Large Transaction,
TX0000001201,Singapore,1171127,Stocks Transfer,2/20/13 0:00,Person_8564,Luxury Goods,UAE,FALSE,Illegal,4,9,Bank_480,Luxembourg,104230303,Less Risk,Large Transaction,
TX0000001202,China,695610,Cash Withdrawal,2/20/13 1:00,Person_4199,Finance,Singapore,FALSE,Illegal,2,7,Bank_419,Switzerland,61909290,Less Risk,Large Transaction,
TX0000001203,Singapore,1465912,Cryptocurrency,2/20/13 2:00,Person_3529,Oil & Gas,India,TRUE,Legal,2,2,Bank_369,Bahamas,130466168,Less Risk,Large Transaction,
TX0000001204,UAE,655409,Stocks Transfer,2/20/13 3:00,Person_8153,Finance,Russia,FALSE,Illegal,7,3,Bank_158,Singapore,58331401,Medium Risk,Large Transaction,
TX0000001205,UAE,2992364,Property Purchase,2/20/13 4:00,Person_9758,Oil & Gas,UK,FALSE,Legal,2,7,Bank_44,Switzerland,266320396,Less Risk,Large Transaction,
TX0000001206,South Africa,4311000,Cryptocurrency,2/20/13 5:00,Person_9938,Finance,China,FALSE,Legal,10,2,Bank_144,Switzerland,383679000,Large Risk,Large Transaction,
TX0000001207,UK,1640907,Cryptocurrency,2/20/13 6:00,Person_2607,Real Estate,UK,FALSE,Legal,9,3,Bank_299,Bahamas,146040723,Large Risk,Large Transaction,
TX0000001208,USA,3058393,Cryptocurrency,2/20/13 7:00,Person_9642,Real Estate,Switzerland,FALSE,Illegal,8,4,Bank_451,Panama,272196977,Medium Risk,Large Transaction,
TX0000001209,China,4103257,Cash Withdrawal,2/20/13 8:00,Person_6139,Arms Trade,India,FALSE,Legal,8,3,Bank_364,Cayman Islands,365189873,Medium Risk,Large Transaction,
TX0000001210,China,4878015,Cryptocurrency,2/20/13 9:00,Person_1416,Real Estate,Brazil,FALSE,Illegal,9,6,Bank_360,Bahamas,434143335,Large Risk,Large Transaction,
TX0000001211,Singapore,3565574,Cash Withdrawal,2/20/13 10:00,Person_9322,Luxury Goods,India,FALSE,Illegal,3,7,Bank_193,Bahamas,317336086,Less Risk,Large Transaction,
TX0000001212,South Africa,809645,Cash Withdrawal,2/20/13 11:00,Person_311,Construction,Russia,TRUE,Illegal,10,2,Bank_4,Cayman Islands,72058405,Large Risk,Large Transaction,
TX0000001213,UAE,4264892,Cryptocurrency,2/20/13 12:00,Person_2819,Casinos,USA,FALSE,Illegal,1,1,Bank_185,Switzerland,379575388,Less Risk,Large Transaction,
TX0000001214,USA,1087960,Property Purchase,2/20/13 13:00,Person_3015,Real Estate,Russia,FALSE,Illegal,2,6,Bank_235,Cayman Islands,96828440,Less Risk,Large Transaction,
TX0000001215,USA,1951194,Offshore Transfer,2/20/13 14:00,Person_8004,Arms Trade,China,FALSE,Legal,6,8,Bank_431,Singapore,173656266,Medium Risk,Large Transaction,
TX0000001216,Singapore,3902893,Offshore Transfer,2/20/13 15:00,Person_702,Arms Trade,India,FALSE,Illegal,6,0,Bank_233,Luxembourg,347357477,Medium Risk,Large Transaction,
TX0000001217,UAE,2744364,Stocks Transfer,2/20/13 16:00,Person_2833,Real Estate,Singapore,FALSE,Illegal,1,5,Bank_425,Singapore,244248396,Less Risk,Large Transaction,
TX0000001218,Singapore,3571791,Stocks Transfer,2/20/13 17:00,Person_8906,Casinos,UK,FALSE,Illegal,10,4,Bank_416,Switzerland,317889399,Large Risk,Large Transaction,
TX0000001219,India,2468062,Stocks Transfer,2/20/13 18:00,Person_6127,Real Estate,Switzerland,FALSE,Illegal,6,7,Bank_143,Singapore,219657518,Medium Risk,Large Transaction,
